AATFBF	ABCF1BF	AGGF1BF	AGOBF	AKAP1BF	AKAP8LBF	APOBEC3CBF	AQRBF	BCLAF1BF	BUD13BF	CDC40BF	CPSF6BF	CSTF2TBF	DDX21BF	DDX24BF	DDX3XBF	DDX42BF	DDX52BF	DDX55BF	DDX59BF	DDX6BF	DICERBF	DKC1BF	DROSHABF	EFTUD2BF	EIF3DBF	EIF3GBF	EIF3HBF	EIF4G2BF	EWSR1BF	EXOSC5BF	FAM120ABF	FASTKD2BF	FKBP4BF	FMR1BF	FTOBF	FUSBF	FXR2BF	G3BP1BF	GEMIN5BF	GPKOWBF	GRSF1BF	GRWD1BF	GTF2F1BF	HLTFBF	HNRNPKBF	HNRNPMBF	HNRNPUL1BF	IGF2BP1BF	IGF2BP2BF	IGF2BP3BF	ILF3BF	KHSRPBF	LARP4BF	LARP7BF	LIN28BBF	LSM11BF	METAP2BF	MTPAPBF	NCBP2BF	NIP7BF	NIPBLBF	NKRFBF	NOLC1BF	NONOBF	PABPC4BF	PABPN1BF	PCBP1BF	PCBP2BF	PHF6BF	PPIGBF	PRPF4BF	PRPF8BF	PTBP1BF	PUM1BF	PUM2BF	QKIBF	RBFOX2BF	RBM15BF	RBM22BF	RBM5BF	RPS3BF	SDAD1BF	SERBP1BF	SF3A3BF	SF3B4BF	SMNDC1BF	SND1BF	SRSF1BF	SRSF7BF	SRSF9BF	SSBBF	SUB1BF	SUPV3L1BF	TAF15BF	TARDBPBF	TBRG4BF	TIA1BF	TIAL1BF	TRA2ABF	TROVE2BF	U2AF1BF	U2AF2BF	UCHL5BF	UTP18BF	WDR43BF	XPO5BF	XRCC6BF	XRN2BF	YBX3BF	ZC3H11ABF	ZC3H8BF	ZNF622BF	ZNF800BF	ZRANB2BF
QKI	0.0596301525121257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055295090433157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539479852610722	0	0.146529230203987	0	0	0	0	0	0.0909255053119696	0.0431445480422051	0	0	0	0	0	0	0	0	0	0	0	0.0989181309048646	0	0	5.9196945996118	0	0	0	0	0	0	0	0	-0.0249160466901793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0589984349823634	0	0	0	0	0	0	0	0	0	0.104669242965235	0	0	0
RBFOX2	0	0	0	0	0	0	0	0	-0.125314158892856	0	0	0	1.13926959260855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446188801596876	0	0	0	0	0	0	0	0	0	0	0.044066304234921	0	0	0	0	-0.10014601361751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.599243816527473	0	0	0	0	0	17.94371875116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0978779746367967	0	0	0	0	0.0999718277777646	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM15	0	0	0	0	0	0	0	0.0601229181154695	0	0	0	0	0	0	0	1.6407648619908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267434931626101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0666452727000795	0	0	0	0	0	0	0	22.4652065716449	0	0	0.0477848180644171	0	0	0	0	-0.084447430968947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.521360066049031	0
RBM22	0	0	0	0	0	0	0	0.127254913020942	0	0.0272056149089823	0	0	0	0	0	0	0	0	0	0	0	0	-0.599214897552367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.535731027570618	0	0	0	0	0	0	0	0	0	0	0	0.205932390777855	0	-0.146529230203987	0	0	0	0	0	0	0	0	-0.0664394125173524	0	0	0	0	0	0	-0.181230804543779	0	0	-0.0989181309048646	0	0	0	0	0	29.3553844723471	0	0	0	0	0	0	-0.0985696545479421	0	0	0	0	0	0	0.160564277108774	0	0	0	0.598281723739532	0.399313693596595	0	0	0.0999718277777646	0.0477037926168457	0	0	0	0	0	0	0	0	0	0	0	0
RBM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0318884516882419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187975530492235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.106686201247	0	0	0	0.608380596368539	0	0	0	0	0.206796090881481	0	0	0	0	0	0	0	0.148730098908806	0	0	0	0.0999718277777646	0.324998587621061	0	0	0	0	0	0.0551075492003348	0	0	0	0	0	0
RPS3	-0.0596301525121257	0	0	0	0	0	0	0	-0.156766789848683	0	0	0	0	0	0	0.0581502971433013	0	0	0	0	0	0	-0.055295090433157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189814872434104	0.1220609196965	0	0.0335077285037528	0	0	0	0	0	0	0	0	0	0	0	0	1.84675432062353	0	0	0	0	0	0	0	0	0	0	0	0.615297538722324	0	0	0	0	0	0	-0.00706998674424508	0	0	0	0	0	0	0	0	26.191717105037	0	0	0	0	0	2.4940062117025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10715000010415	0	0	0	0	0	0	0.159451697437515	0	0	-0.00449356286198137	0	0
SDAD1	0.53024782928228	0	0	0	0	0	0	0	0.156766789848683	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294669203537918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117244150113599	0.0956504907294646	0	0	0	0	0	0	0.211169297302531	0	0	0	0	0	0	0.765272685494377	0	0	0	0	0	0.0632718774493893	0.585198710179029	0	0.378192221064203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.90521441493556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0589984349823634	0	0	0.963502031192259	0	0	0	0	0	0	0.060671226599045	0	0	0
SERBP1	0.158635691996795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162442387880065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158479359403714	0.138892056387968	0.253361840118239	0	0	0	0	0	0	0	0	0	0	0	0	0.0664394125173524	0.210158083027817	0	0	0	0	0	0	0	0	0	0.0357206013555773	0	0	0.0306823131926967	0	0	0	0	0	3.01685511412766	0	0	0.0985696545479421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0999718277777646	0	0	0	0	0	0	0.0551075492003348	0.140253113364728	0	0	0	0.0681229945516922	0
SF3A3	0	0	0	0	0	0	0	0	-0.125314158892856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.14157567677505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00231730362081458	0	0	0.431173909010829	0	0	0	28.5036229662467	0.88361180009105	0.29571241071159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0589984349823634	0	0	0	0	0	0	0.75250339886199	0	0	0	0	0	0
SF3B4	-1.5025345271725	0	0	-0.103932146594447	0	0	0	-0.78417441822409	-2.27195620072997	0	-0.00731016170287087	0	0	0	0	0	0	0	0	0	0	0	-0.966716147728481	0	0.544387542890709	0	0	0	0	0	0	0	0	0	0	0	0	-0.0790081001193432	0	0	0	0	-1.36743488907617	0	0	0	0	-0.142852656159011	0	-0.00633110595699417	0	0	-1.4953101603386	-0.204465643719551	-1.17753474689347	-0.572662367297763	0	0	0	0	-0.710782314185938	-1.20416838528412	0	-2.02244251970155	0	-0.38597543503657	0	0	0	0	-0.381654553256589	0	0	-0.563114980363158	-0.0817251541610989	0	0	0	0	0	0	0	0	0	0	19.8475855670024	0	0	0	0	0	-0.230663478723883	-0.41114961356818	0	0	0	0	0	0	0	0	-0.0999718277777646	-0.10715000010415	-1.54799545135734	-0.784109423707363	0	0	0	0	-0.197687766152112	0	-0.621082040927011	-1.40945601566851	-0.664538335614907	0
SMNDC1	1.95183317412026	0.291852266001044	0	0	0	0	0	0	-0.348439244968705	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35496033234759	0	0.507732333879162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00265720445314	0	0	0	0	0	1.79629629889521	1.80295782816695	0	2.74476746262518	0	0	0	0	0	0.254375399085289	0	0	0	1.4606214369342	0	0	0	0	0	0	0	0	0	0	0	0.88361180009105	24.5604194932411	0	0	0	0	0.205292539903413	0.295724090225369	0	0	0	0	0	0	0	0	-0.0999718277777646	-0.0463596031197396	-0.158956775369047	0	0	0	0	0.571413512439725	0	0	1.24572677315329	-0.337986386979971	-0.0607141685668657	0
SND1	0	0	0	0	0	0	0	0	-0.00502884663783358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0966729804757532	0	0	0	0	0	0	0	0	0	0	0	0.0303974518871974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91871271529984	0	0	0	0	0	15.6001798345498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRSF1	0	0	0	0	0	0	0	-0.0421811475257426	0.000388524980414997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0409698354858648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.031070638068381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.5590159297748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618643433507536	0	0	0	0	0	0	0	0	0.711094566673422	0	0
SRSF7	0	0	0	0	0	0	0	0	0.484907974421386	0	0.00731016170287087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56632609341762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205932390777855	0	0	0.25664104157337	0	0	0	0	0	0	0	0	0	0.0260827578353977	0	0	0	0	0	0	0	0.0989181309048646	0.0217311169655244	0	0	0	0	0	0.411634950952051	0	0	0	0	0	0	0	0	4.72849992128042	0	0	0	0	0	0	0	0	0	0.869241341032995	0	0.0999718277777646	0.0463596031197396	1.2128021315915	0	0	0	0	0	0	0	0	0.216951031519762	0.42816619442945	0
SRSF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.962914685105732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSB	0.86571323943507	0.522716638268563	0	0	0	0	0	0	0	0	0	0	0	0.365774571213482	0	0	0	0	0	0	0	0	0.838712416289347	0	0	0	0	0	0	0	0.365774571213482	0	0	0	0	0	0	0	0	0.226205927018073	0	0	0	0	0	0	0	0	0	0	0	0	0.0600234016436918	0	1.06020920334838	0	0	0	0	0	1.06925742826905	0.944963038177268	0	0.713213338540627	0	0	0	0	0	0.553865404358786	0	0	0	0.182476399425677	0	0	0	0	0	0	0	0	0	0	0	0	0.489285762997373	0	0	0	0	2.8654490223297	0.211419397410793	0	0	0	0	0	0	0	0	0	0	0	0.424690487429929	0	0	0	0	0	0	0.196685483816737	0	0	0
SUB1	1.31847235148705	0	0	0	0.0640812536510627	0	0	0	0.156766789848683	0	0	0	0	0	0	0.0581502971433013	0	0	0.542628594955568	0	0	0	0.699063748674921	0	0	0	0.00908911639585665	0	0	0	0	0	0	0	0	0	0	0	0	0.0141245671094171	0	0	0	0	0	0	0	0	0	0	0	0	0.200999911418994	2.32153900510965	1.03589485102004	0	0	0	0	0	1.7195202567251	0.820211601944737	0	1.47734672951622	0	2.86302514080648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.582012594398936	0	0	0	0	0.187359939619984	10.0905741907921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197687766152112	0	0.276329224932546	0	0.0681229945516922	0
SUPV3L1	0.00654353973799552	0	0	0	0	0	0	0	0	0.262561095491129	0	0	0.0972235588755877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155005154611637	0	0	0	0	0	0	0.188261745289225	0	0	0	0.211169297302531	0	0	0	0	0	0	0	0	0	0	0	0.262021857689283	0	0	0	0	0	0	0	0	0	0	0	0.164234503952309	0	0	0	0	0	0	0	0.785645541665525	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6320519875037	0	0	0.374982060610017	0	0	0	0	0.0999718277777646	0.10715000010415	0	0	0	0	0	0	0	0	0	0	0	0
TAF15	0.158635691996795	0	0	0	0	0	0	0	0	0	0.00731016170287087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25192768717404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0600234016436918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23570661516854	0	0	0.238882442395876	0	0	0	0.0999718277777646	0	0	0	0	0	0	0	0	0	0	0	0.0681229945516922	0
TARDBP	0	0	0	0	0	0	0	0	0	0	0.00731016170287087	0	0	0	0	0	0.248234630845446	0	0	0	0	0	0	0	0	0	0	0	0.401261096024945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135783991254116	0	0	0	0	0	0	0	0	2.15653156029917	0	0	0	0	0	0	0	0	0	0	0	0	0.0755807231657622	0	0	0	0	0	0
TBRG4	0	0	0	0	0	0	0	0	0	0	0	0	0.400699868778777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446188801596876	0	0	0	0	0	0	0.355722857473732	0	0	0	0.352252619712226	0	0	0	0	0	0	0	0	0	0	0	0.130325154751621	0	0	0	0	0	0	0	0	0	0	0	0.153977815934356	0	0	0	0	0	0.0306823131926967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077041378621859	0	0	0.429904820300818	0	0	0	0	0.0999718277777646	0	0	0	0	0	0	0	0	0	0	0	0	0
TIA1	0	0	0	0	0	0	0	0	0.00288369983540667	0	0.00731016170287087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.334636640565123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.750121532349002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.885628385069719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114011150445626	0	0	21.2171019919206	3.90617194492	0	0	0.0999718277777646	0.108976562985609	0	0	0	0	0	0	0	0	0	0	0	0
TIAL1	0.0126082284247191	0	0	0	0	0	0	0	0.152747991859226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.436326195632358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146579601153587	0	0	0	0	0	0	0	0.885628385069719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.25866909343817	16.4630856975603	0	0	0.655846730662173	1.38451923776252	0	0	0	0	0	0	0	0	0	0	0	0
TRA2A	0	0	0	0	0	0	0	0	1.72280721050863	0	0	1.20225064087975	0	0	0	0	0	0	0	0	0	0	0	0	-0.544387542890709	0	0	0	0	0	0	0	0	0	0	0	0	1.48163731282211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0297248909991249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0730183768163046	0	0	0	0	0	0	0	0	0	0	0	-0.0729332811947153	0	0	0.206796090881481	0	0	0	0	0	0	0	0	0	15.1453376165906	0	0	0	1.00824056095554	0	0	0	0	0	0	0	0	1.88467679143948	1.9852076611449	0
TROVE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66636309725227	0	0	0	0	0	0	0	0	0	0	0	0	0.11471337072677	0
U2AF1	0	0	0	0	0	0	0	0	0.125314158892856	0	0	0	0.0976738214487119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.644638041204596	0	0	0	0.0335077285037528	0	0	0	0	0	0	0	0	0	0	0	0.784491193838961	0	0	0	0	0	0	0	0	0	0	0	0	-0.0260827578353977	0	0	0	0	0	0	0	0	0	0	0	0.0160847312940308	0	0	0	0	0	0	0	0	-0.226656623570966	0	0	0	0	0	0	0	0	0	0	0	0.399313693596595	0	0	22.7503012497533	8.65383085955457	0	0	0	0	0	-0.0573960446031191	0	0	0	0	0	0
U2AF2	-0.0533839809303725	0	0	0	0	0	0	-0.749502617109418	0	-0.262561095491129	0	0	0	0	0	-0.049380537973739	0	0	0	0	0	0	0	0	-0.544387542890709	0	0	0	0	0	0	0	0	0	0	0	0	-0.209691587610807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.639689400866836	-0.204465643719551	-0.134436585582419	0	0	0	0	0	-0.0905252855188071	-0.0279170567382204	0	-0.229924799860952	0	-0.514893293819629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0477848180644171	0	0	0	0	-0.940417023467473	0	0	0	0	0	-0.295724090225369	0	0	0	0	0	0.399313693596595	0	0	6.27551946061169	38.9942013441918	0	0	0	0	0	-0.571413512439725	-0.0865832395749995	0	0	0	-0.521360066049031	0
UCHL5	-0.53024782928228	0	0	0	0	0	0	-0.233726453272942	2.14886712264578	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.599214897552367	0	-1.67562036116203	0	0	0	0	0	0	0	0	0	0	0	0	0.239002020990936	0	0	0	0	1.67111215095468	0	0	0	0	0	0	0	0	0	-0.200999911418994	0	-0.146529230203987	0	0	0	0	0	-0.0909255053119696	-0.353190403971454	0	-1.0255208552275	0	0	0	0	0	0	0	0	-0.758251558202651	0	0	0	0	0	0	0	0	0	0	0	0	-0.88361180009105	-0.9620738778222	0	0	0.206796090881481	0	0	0	0	0	0	0	0	0	0.869241341032995	0	0	0	35.2051684517117	0	0	0	0	-0.468340183716584	0	0	-0.106654205049238	2.06300233744224	0.521360066049031	0
UTP18	2.17828853009957	0.390973754482954	0	0	0	0	0	0	0.156766789848683	0	0.00731016170287087	0	0	0.271010285290319	0	0	0	0	0	0	0	0	1.25657701906242	0	0	0	0	0	0	0	0.271010285290319	0	0.151149796773678	0	0	0	0	0	0	0.119796945628052	0	0	0	0	0	0	0	0.211169297302531	0	0	0	0	0.00658921258462195	0	2.81406798263149	0	0	0	0.116838467906788	0	0.824531154653597	2.38820533080428	0	1.77695129366409	0	0	0	0	0	0.413519310732967	0	0	0	0.786239047062198	0	0	0	0	0	0	0	0	0.598196878787031	0	0	0	0.285460291509779	0	0	0	0	0.334338038831534	0	0	0	0	0	0	0	0	0	0.0589984349823634	0	0	4.38907904032193	0.170996538718932	0	0	0	0	0	1.62001762574703	0	0	0
WDR43	0	0	0	0	0	0	0	0	0.0344692154504229	0	0.434506661172947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227982441121303	0	0	0	0	0.189814872434104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0600234016436918	0.0794270887261222	0	0	0	0	0.16594679672084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0999718277777646	0	0	0.424690487429929	3.5001493483534	0	0	0	0	0	0	0	0	0
XPO5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00693450444905338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0962868322475849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.436233100845217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.72199188211561	0	0	0	0	0	0	0	0
XRCC6	0.0149255579823916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0962868322475849	0.211169297302531	0	0	0	0	0	0	0.0832749863496643	0	0	0	0	0	0	0.000752057408256647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198989707405381	0	0	7.78673755750733	0	0	0	0.0250304727875717	0	0	0
XRN2	0	0	0	0	0	0	0	0	-0.216583375355233	0.262561095491129	0	0	0	0	0	0	0.248234630845446	0	0	0	0	0	0	0	0.544387542890709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.205932390777855	0	0	0	0.22416778444859	0	0	0	0	0	0	0	0.210158083027817	0	0	0	0	0	0	0.637041404801667	0	0	0	0	0	0	0	0	0	0	0	0	1.27490035769553	0.617595591033035	1.24677286806489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0999718277777646	-0.10715000010415	-0.0392160326088649	0	0	0	0	18.3024615533236	0	0	0	0	0	0
YBX3	0	0	0	0	0	0	0	-0.0421811475257426	0	-0.3018653190293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.60797468110701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158479359403714	0	0.365623644977781	0	0	0.189507675645545	0	0	0	0	0	0	0	0	0	0	0	0.049080466379113	0	0	0	0	0	0	-0.398914901009397	0	0	0	0	0	0	0	0	0	0	0	0	-0.88361180009105	-0.226656623570966	0	0	0	0	0	0.010638636114031	0	0	0	0	0	0	0	0	-0.0999718277777646	-0.218434648096302	0	0	0	0	0	0	26.1311255075643	0	0	0	0	0
ZC3H11A	0.100801299822407	0	0	0	0	0	0	0	0.00502884663783358	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0917341099890524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0297248909991249	0.0637290669844711	0.146529230203987	0	0	0	0	0	0.0909255053119696	0.0913566953107205	0	0.015926970767851	0	0.0396411019805664	0	0	0	0	0	0	0	0.113238914898588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161955760517108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19695217957425	0.125500119965025	0	0	0
ZC3H8	5.59545450192522	0.23346325342457	0	0	0	0	0	0	0	0	0	0	0	0.205936373778301	0	0	0	0	0	0	0	0	4.65780279111059	0	0	0	0	0	0	0	0.205936373778301	0	0	0	0	0	0	0	0	0.0141245671094171	0	0	0	0	0	0	0	0.165380018895283	0	0	0	0	0.205932390777855	0	4.76927535673927	0	0	0	0	0	3.66361937807311	6.80536264704098	0	6.08078010975446	0	0.489976272508269	0	0	0	0.890708528592454	0	0	0	2.85923649059028	0	0	0	0	0	0	0	0	0	0	0	0	1.97324451200148	0	0	0	0	0.187359939619984	0.357153018754026	0	0	0	0	0	0	0	0	0	0	0	1.4482045838272	0	0	0	0	0	0	8.32888781808027	0	0	0
ZNF622	-0.274855397917003	0	0	0	0	0	0	-0.0601229181154695	2.27195620072997	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.314983753760299	0	-0.544387542890709	0	0	0	0	0	0	0	0	0	0	0	0	0.189814872434104	0	0	0	0	0.525958923261195	0	0	0	0	0	0	0	0	0	0	0	-0.0372535352818239	0	0	0	0	0	0	-0.102825637185171	0	-0.739446095706712	0	0	0	0	0	0	0	-0.0155790181299727	-0.758251558202651	0	0	0	0	0	0	0	0	-0.0477848180644171	0	0	0	-0.88361180009105	-1.24677286806489	0	0	0	0	0	0	0	0	0	0	0	0	1.408402131793	0	0	0	1.96539274761292	0	0	0	0	-0.203211333533651	0	0	-0.00335657996896291	34.7278962025038	0.521360066049031	0
ZNF800	-0.0583419047198925	0	0	0	0	0	0	0	1.96778654319331	0	0.00731016170287087	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0346579700177231	0	0	0	0	0	0	0	0	0	0	0	0	0.787236348314345	0	0	0	0	0.125747418394114	0	0.194998101221978	0	0	0	0.206644358483991	0	0.843088249572207	0	0.200999911418994	0	0	0.572662367297763	0	0	0	0	0	-0.0131185527788777	0	0	0	0.0842210171748873	0	0	0	0	0	0	-0.492937427226847	0	1.65457083282146	0	0	0	0	0	0	0	0	0	0	0	-0.285460291509779	0	0	0	0	0	0	0	0	0	0	0	0	1.89531720286094	0	-0.0589984349823634	-0.108976562985609	0.607633584443504	0	0	0	0	0	0.0865832395749995	0	0	0.915394226480999	26.9976893333651	0
ZRANB2	0	0	0	0	0	0	0	0	0	0	0	0	0.336448785907174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.376022707453153	0	0	0	0	0	0	0	0	0	0.138886157926732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0306823131926967	0	0	0	0	0	0	0	0	0.135783991254116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0999718277777646	0	0	0	0	0	0	0.0755807231657622	0	0	0	0	0	1.93224752052516
