AATFBF	ABCF1BF	AGGF1BF	AGOBF	AKAP1BF	AKAP8LBF	APOBEC3CBF	AQRBF	BCLAF1BF	BUD13BF	CDC40BF	CPSF6BF	CSTF2BF	CSTF2TBF	DDX21BF	DDX24BF	DDX3XBF	DDX42BF	DDX52BF	DDX55BF	DDX59BF	DDX6BF	DGCR8BF	DHX30BF	DICERBF	DKC1BF	DROSHABF	EFTUD2BF	EIF3DBF	EIF3GBF	EIF3HBF	EIF4G2BF	EWSR1BF	EXOSC5BF	FASTKD2BF	FMR1BF	FTOBF	FUSBF	FXR1BF	FXR2BF	G3BP1BF	GEMIN5BF	GPKOWBF	GRSF1BF	GRWD1BF	GTF2F1BF	HLTFBF	HNRNPCBF	HNRNPKBF	HNRNPMBF	IGF2BP1BF	IGF2BP2BF	IGF2BP3BF	ILF3BF	KHSRPBF	LARP4BF	LARP7BF	LIN28BBF	LSM11BF	METAP2BF	MTPAPBF	NCBP2BF	NIP7BF	NIPBLBF	NKRFBF	NOLC1BF	NONOBF	PABPC4BF	PABPN1BF	PCBP1BF	PCBP2BF	PHF6BF	PPIGBF	PRPF4BF	PRPF8BF	PTBP1BF	PUM1BF	PUM2BF	QKIBF	RBFOX2BF	RBM15BF	RBM22BF	RBM5BF	RPS3BF	SDAD1BF	SERBP1BF	SF3A3BF	SF3B4BF	SLTMBF	SMNDC1BF	SND1BF	SRSF1BF	SRSF7BF	SRSF9BF	SSBBF	SUB1BF	SUPV3L1BF	TAF15BF	TARDBPBF	TIA1BF	TIAL1BF	TRA2ABF	TROVE2BF	U2AF1BF	U2AF2BF	UCHL5BF	UPF1BF	UTP18BF	WDR43BF	XPO5BF	XRCC6BF	XRN2BF	YBX3BF	YWHAGBF	ZC3H11ABF	ZC3H8BF	ZNF622BF	ZNF800BF
U2AF2	0	0	0	-0.0577423267787058	0	0	0	-0.13792162127539	0	-0.615431640342913	0	0	0	0	0	0	-0.328214165272877	0	0	0	0	0	0	0	-0.724959387240493	0	0	-0.442042721427554	0	0	0	0	0	0	0	0	0	0	0	-0.171726387429048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39190953036464	-0.0787858209476111	0	0	0	-0.153750891221296	0	0	0	0	0	0	0	-0.91829232462571	-0.170500552069899	0	0.167800823886025	0	-0.114389927962191	0	0	0	0	0	0	0	-0.0644314319384807	0	0	0	0	0	0.0191498996393058	0	0	-0.0437533164767559	0	0	0	0	0	-0.204776246579282	0	0	0	1.26616651569512	0.0162586933808973	0	0	7.80256660656659	65.6684916904894	-0.963953361985871	0	0	0	0	0	-0.242636885869521	-0.0892626728351712	0	0	0	0	-0.636046212748759
UCHL5	-0.32275201733041	0	0	-0.0877368042104171	0	0	0	-0.243741360565794	3.5916048159237	0	0	0	0	0	0	0.523071437629685	-0.222011923451293	0	0	0	0	0	0	0	-0.931284153592319	0	0	-0.80184564158621	0	0	0	0	0	0	0	0	0	0	0	0.158573006814494	0.385369052413944	-0.229911373848179	0	0	3.7205595957632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0904536874112968	0	0	0	-0.715272412588913	0	0	0	-0.0664270421182763	0	0	0	0	-0.835236378578028	0	0.196532239467838	0	0	0	0	-0.50726784797769	0	-0.389051653590432	0	0	-0.0191498996393058	-0.855131994754697	0	-0.279459331516488	0	0	0	0	0	0	0	0	0	-0.0701695860949537	-0.107681264378492	0.698456267775247	0	0	-0.623794075081443	61.6607197313112	0	0	0	0	0	-0.174603047520349	0	0	0	0	6.77425398088782	1.92183903939272
UPF1	0	0	0	0	0.0329359909766251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275342399712298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0403112096553143	0.0314225082418327	0	0	0	1.32632678616757	0	0	0	0	0	0	0	0	0	0.0309100399222525	0.00828805313069071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0701695860949537	0.0037680238931121	0	0	0.0306394695885918	0	0	10.9899974322	0	0	0	0	0	0	0	0.125736880740445	0	0	0
UTP18	0.493483447839657	0.694595168278052	0	0	0	0	0	0	0.186631944901774	0	0.284881642729475	0	0	0	0.694595168278052	0	0	0	0	0	0	0	0	0	0	0.536622071444549	0	0	0	0	0	0	0	0.727524389770311	0.502430526301338	0	0	0	0	0	0	0.438825094808139	0	0	0	0	0	0	0	0	0	0	0	0	0.194252829608508	0	0.637394817287967	0	0	0	0.0220273522298494	0	0.606931106026852	0.546391335491391	0	0.36720785327062	0	0	0	0	0	0.694595168278052	0	0	0	0.6289257092675	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279459331516488	0	0	0	0	0.42469053008282	0	0	0	0	0	0	0	0	0.108779137955361	0.168259267548185	0.0593013879003741	0	1.8741442463127	0.57662000507369	0	0	0	0	0	0	0.616539073709314	0	0
WDR43	0	0	0	0	0	0	0	0	0.102378070234231	0	0.927700991274974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.502430526301338	0	0	0	0	0.220709067313769	0.0110236657002663	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140709277929272	0.194023871958348	0	0.0381938927412988	0	0	0.0220273522298494	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00581421577836117	0	0	0	0	0	0	0	0	0.0632524190107014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0306394695885918	0	0.00102699192602733	0	0.541894878989453	4.13750717060289	0	0	0	0	0	0	0	0	0
XPO5	0	0	0	0.364258257110167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.546095620079413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298518099513311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00102699192602733	0	0	0	17.9783530570821	0	0.104568683611021	0	0	0	0	0	0
XRCC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107560471769211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625889370449178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239184035538593	0	0	0	0.104491955677133	5.84287883997369	0	0	0	0	0	0.412722263394198	0
XRN2	0.481928062102946	0	0	0	0	0	0	0.371877814548293	0	1.59469590327878	0.112372302040091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80184564158621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.326042508231784	0.223598819716583	0	0	0	0	0	0	0	0	0	0	0.20619913449708	0.157058298824463	0	0	0	0	0	0.423044096467566	0.50726784797769	0	0	0	0	0.539839534080331	1.11408780805665	0	1.84573669704851	0	0	0	0	0	0.0362288474683441	0	0	0	0	0.107681264378492	0	0	0	-0.0071673525280202	0	0	0	0	0.0599562466574586	0	31.3383977032106	0	0	0	0	0	0
YBX3	0	0	0	0	0	0	0	-0.728108653600816	-0.280976162426209	-0.771777951930444	0	0	0	0	0	-0.103898906553045	0.0442675654542585	0	0	0	0	0	0	0	0	0	0	-0.80184564158621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109442987594659	0	0	0	0	1.25064472571193	0	0	0	0.39809407331092	0	0	0	0	0	0	0	0.629775153463561	0	0	0	0	-0.305520254891388	0	-1.49052295224297	0	0	0	0	0	0	-0.131441482505515	0	0	0	0	-0.0947134682144801	-1.21408066031511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.726338817773482	0	0	0	0	0	0	-0.104568683611021	47.545371845579	0	0	0	0	0
YWHAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271022359762656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.727524389770311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.326596224537152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0522223840755127	0	0	0	0	0	0	0.569159599173669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71812028286482	0	0	0	0
ZC3H11A	0.297823818855003	0	0	0	0	0	0.530746981645245	0	0.336219810064162	0	0	0	0	0	0	0	0	0	0	0.116717864989652	0	0	0	0	0	0.23250994741295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180146778960637	0	0	0	0	0	0	0	0.109442987594659	0	0	0	0.046190839987103	0.0613008615598255	0.337316017135076	0	0	0	0	0	0.298487723477944	0.258675332383928	0	0.115582002806711	0	0.0608334279326575	0	0	0	0	0	0	0	0.34587743859777	0	0	0.365730953580295	0	0	0	0	0.0252891682636631	0	0	0.0191498996393058	0	0	0	0	0	0	0	0	0.175984113053623	0	0	0	0.392480456662252	0.0162586933808973	0	0	0	0	0	0	0	0	0	0	0	0	0	8.43832988230883	0.304018976257708	0	0
ZC3H8	3.07847075219042	0.601592380889757	0	0	0	0	0	0	0	0	0	0	0	0	0.601592380889757	0	0	0	0	0	0	0	0	0	0	2.51400655117288	0	0	0	0	0	0	0	0.556450232228482	0	0	0	0	0	0	0	0.229911373848179	0	0	0	0	0	0	0	0	0	0	0	0	0.046190839987103	0	2.90516213322972	0	0	0	0	0	2.47651336855328	5.2893712824142	0	4.9490272833663	0	0.0844143986990051	0	0	0	0.601592380889757	0	0	0	2.64498671109369	0	0	0.365730953580295	0	0	0	0	0	0	0	0	0	0	0.881926282588613	0	0	0	0	0.324058897441934	0	0	0	0	0	0	0	0	0	0.229490034002419	0	0	0.495536536196175	0	0	0	0	0	0	0.125736880740445	6.80730143262602	0	0
ZNF622	-0.13171103633723	0	0	-0.557356379765912	0	0	0.0624280904465346	0	3.5916048159237	0	0	0	0	0	0	0.862564003689046	-0.271022359762656	0	0	0	0	0	0	0	-0.555857840889106	0	0	-0.442042721427554	0	0	0	0	0	0	0	0	0	0	0	0.158573006814494	0	-0.0385156442301279	0	0	2.39130597637837	0	0	0	0	0	0	0	0	0	0	-0.194023871958348	0	0	0	0	0	0	0	0	0	-0.307234630345392	0	-0.0546835257934558	0	0	0	0	1.2336340695587	0	-0.584694088453974	0	0.329475349757484	0	0	0	0.0940209622952026	0	0	-0.298326484729456	0	0	0	-0.973384893155647	0	-0.0744540734867123	0	0	0	0	0	-0.00825955893045613	0	0	0	0	0	2.13743041385089	0	0	0	7.24138595851914	0	0	0	0	0	0	0	0	0	0	52.0367071678014	1.6548015926464
ZNF800	0	0	0	0	0	0	0.00422844287360228	-0.176737968650343	1.57862768101697	0	0.382566959936759	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.078549013867718	0	0	-0.0873401938262736	0	0	0	0	0	0	0	0	0	0	0	1.50027204178752	1.2058964428029	0	0	0	0.365906139440998	0	0	0	0	0	0.109442987594659	0	0.0792088041088874	0	0.106994234384935	0	0	0	0	0	0	0	0	0	0	0	0	0.184534836265274	0	0	0	0	0	0	-0.901186474715079	0	0.542478188282719	0	0	0	0	0	0	0	0	0	0	0	0	-0.0744540734867123	0	0	0	0	0	0.00658104681139559	0	0	0	0	0	5.59857520124002	0	0	-0.323985307427288	2.38472404571716	0	0	0	0	0	0	0	0	0	0	1.84658504497787	40.8274818942384
