AATFBF	ABCF1BF	AGGF1BF	AGOBF	AKAP1BF	AKAP8LBF	APOBEC3CBF	AQRBF	BCLAF1BF	BUD13BF	CDC40BF	CPSF6BF	CSTF2BF	CSTF2TBF	DDX21BF	DDX24BF	DDX3XBF	DDX42BF	DDX52BF	DDX55BF	DDX59BF	DDX6BF	DGCR8BF	DHX30BF	DICERBF	DKC1BF	DROSHABF	EFTUD2BF	EIF3DBF	EIF3GBF	EIF3HBF	EIF4G2BF	EWSR1BF	EXOSC5BF	FAM120ABF	FASTKD2BF	FKBP4BF	FMR1BF	FTOBF	FUSBF	FXR1BF	FXR2BF	G3BP1BF	GEMIN5BF	GPKOWBF	GRSF1BF	GRWD1BF	GTF2F1BF	HLTFBF	HNRNPCBF	HNRNPKBF	HNRNPMBF	HNRNPUL1BF	IGF2BP1BF	IGF2BP2BF	IGF2BP3BF	ILF3BF	KHSRPBF	LARP4BF	LARP7BF	LIN28BBF	LSM11BF	METAP2BF	MTPAPBF	NCBP2BF	NIP7BF	NIPBLBF	NKRFBF	NOL12BF	NOLC1BF	NONOBF	PABPC4BF	PABPN1BF	PCBP1BF	PCBP2BF	PHF6BF	PPIGBF	PRPF4BF	PRPF8BF	PTBP1BF	PUM1BF	PUM2BF	QKIBF	RBFOX2BF	RBM15BF	RBM22BF	RBM5BF	RPS3BF	SDAD1BF	SERBP1BF	SF3A3BF	SF3B1BF	SF3B4BF	SLBPBF	SLTMBF	SMNDC1BF	SND1BF	SRSF1BF	SRSF7BF	SRSF9BF	SSBBF	SUB1BF	SUPV3L1BF	TAF15BF	TARDBPBF	TBRG4BF	TIA1BF	TIAL1BF	TRA2ABF	TROVE2BF	U2AF1BF	U2AF2BF	UCHL5BF	UPF1BF	UTP18BF	WDR43BF	XPO5BF	XRCC6BF	XRN2BF	YBX3BF	YWHAGBF	ZC3H11ABF	ZC3H8BF	ZNF622BF	ZNF800BF	ZRANB2BF
PPIG	-3.14883123756637	-0.0144396126043342	0	-1.43498217798346	0	0	-0.115421125137379	-10.7257699488031	0	-2.36957613626885	-0.285212718958853	0	0	-0.244909138786361	0	0.371546667385428	-5.88166718559371	0	-0.12369617213864	-0.258638247817366	0	0	0	0	-3.36878003929234	-2.40964124995187	-0.37873589755705	-6.73174915571722	0	-0.390881094791045	0	0	-0.120672583106149	0	0	0	0	0	0	-0.490434932216406	0	-0.0171022410654863	0	-3.1094574951403	-1.31106740286357	0	0.533707030349864	-0.456293988418809	0	0	0	0	-0.0718113596024635	-0.455825199852774	-0.224141029663303	0	0	-4.11336138074403	-1.39966471966993	-1.24359797335152	-0.270812510201123	-0.12015749629323	-0.695251806340715	0	-1.31654675933827	-1.94440621898634	-2.20145958702267	0	0	-4.21560208277869	-0.636379862307238	-1.25812968415382	0.45818858888761	-1.16088964034192	-2.41376349065665	-1.20065300092177	149.107607375296	-0.290669418394663	-4.44496636005696	-1.79005629946359	-0.139125671411114	0	0	-0.474375091015552	-2.59700880464996	-5.85711266873124	-0.0310387073940383	-2.55981230176606	0	-0.502186096471142	-1.39935343888938	0	-9.92434852412028	0	0	-5.6633336831848	0	0	0	0	0	-1.19778157346243	0	0	0	0	-3.03775825440841	-1.15060616485982	-0.547636523078933	0	-1.00933542155878	-2.09665229608369	0	0	-0.362873457788147	0	0	-0.161643657087286	-3.5180285192197	-0.0758286542302702	0	0	-1.25822862856866	0.0170334849143397	-1.22477988631894	-0.157968293321888
PRPF4	-0.156295620287283	0	0	0	0	0	0	0.00831282189206058	-1.4461041067156	0.0493749886465413	0	0	0	3.13925559761792	0	0.965222210208083	0.192490303322405	0	0	0	0	0	0	0	-0.119298172671673	-0.327149358010805	0.0768531993786852	1.04935912161981	0	0	0	0	0.746828243231155	0	0.833831721805272	0.0755686350586773	0	0	0	0	0	0	0	0.187438325756194	0	0	0	8.02149807018739	0	0	0	0	0	0	0.00246581040798424	0	0	-0.994010432015515	0	-0.187905799865614	0	0	0	0	2.19355243838365	-0.214962366524712	0	0	0	-0.201199449461559	0	0.110489046025255	0	0	0	0	0	66.701566641729	0	0	-0.0500365647509086	0	0	2.73679229299484	0.0659733748288797	0	0	0.416369237911791	0	0	0.393993148145341	0.446343075092655	0.327463897673684	0	0	0	0.00970175492652298	0	0	0	0	0	0.0796304780412646	0	0	0	0	0	-0.073717962444544	0	0	-0.0864918902435693	0.624375836454785	0	0	0	0	0	2.62981523134791	0	0	0	-0.0453444227262659	0	-0.729369270828652	0
PRPF8	-6.26248858405801	-0.251638697558716	-0.0692961329820179	-4.46581600105328	0	0	-0.648184244118388	-0.485050167498314	-8.26336702658843	-3.78283598901983	-0.516269488712902	0	0	-1.50487136993255	0	-6.84468076274246	-2.80769424702169	0	-0.639732926876081	-0.683327287037423	0	-0.268507092933302	0	0	-1.88659993917573	-3.07759345463771	-1.26217049109202	-2.4229733218604	-0.478779820635209	0	0	0	-0.762736427269663	0	0	0	0	0	0	-0.387271277510878	0	-4.90874919746005	-2.12309289367759	-2.74062111940451	-0.633117542551563	0	-6.83748816708567	-1.29492279258817	0	0	0	0	-0.366336590814329	-0.775415138206097	-1.36422496814015	-0.77891475809481	0	-2.42474943755849	-4.17373776293563	-3.28434656965525	-2.38273187217058	-1.9294348634	-1.16381731058997	-0.239926632923633	-2.98175085797459	-3.43577524261766	-3.28657301248783	0	-0.15566507063106	-4.48925264509686	-0.733945654145119	-2.72327984810641	-0.553857453355449	-1.18413267643033	-0.899619128917758	-2.44946972403233	-5.34704589808396	-3.35553855304143	50.1632596163082	-2.9446071172266	-2.88542428463102	0	0	-2.73679229299484	-0.83492656895884	-0.141739193190104	0	-3.99165233510945	-1.69372712902662	-0.642714160507634	-1.86753224511525	0	-5.00100076750302	0	-0.276069608221756	-5.78973290781793	-0.125047026209925	-2.30301243450141	-0.668998703902303	0	0	-2.67560520667655	0	0	0	-1.11700309091519	-1.27650344343882	-1.34777226720376	-3.78927406118548	0	-1.7071426866548	-1.42212566514254	-10.6044934569655	0	-2.0704258450555	-1.66568814940675	0	-0.433977384307979	-1.99347055542405	-2.44410814330848	0	0	-2.59770362727146	-8.47361948324797	-8.6149220839698	-0.523532073258526
PTBP1	8.21692945459729	2.40966084016764	0.0692961329820179	0	0	0	0	0.239442053169598	0	0	0.285212718958853	0	0	0	0.403854146433287	0	0	0	0.243444235035077	0	0	0.147662260768116	0	0	0	11.7024632384006	0.15295595011595	0	0.204515464510362	0	0	0	0	0.248106317924079	0	0	0	0	0	0	0	0	0	0.437057604392754	0	0	0	0	0	0	0	0	1.19699324062257	0	0	0	0	0	0.379757497260847	7.13898893705663	0	0	0	0	0.311234403203109	6.82172217246597	10.1262679074137	0	0.250549924238824	10.5988546913976	0	0.293645810222559	0	0	0	3.67150728902663	0	0	0	22.2772473751326	0	0	0.03906252458968	0	0	0	0	0	0.678371440544412	0.259588779703363	0	0	0	0.310519377353379	0	4.88842179744909	0	0	0.0629221622023711	0	0.0984005998909405	0.0331336071955096	0	0	0	1.11700309091519	0.0508064368716129	0	1.00103878629058	0	0	0	0	0	3.96767722519477	1.06985043276663	0	0.149866025160117	0	0	0	0	7.42767739237221	0	0	0.8399409728555
PUM1	-0.114739010322905	0	0	0	0	0	0.648184244118388	-0.08322467398263	0.326081521582466	-0.0169251219561639	0	0	0	0	0	-0.162855639339013	-0.267828057716287	0	0	0	0	0	0	0	0	0	0	-0.387757771330364	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90593767902911	0.610685300867068	0.10090020176209	0	0	0.949702499485853	0	0.213593341808179	0	0	0	0	0.169683716939585	0.224141029663303	0.384175114097553	0	-0.388198969884514	0	0	0.137034550265397	0	0.00041574167889379	0	0	0	0	0	0	0	0	0.0950677018236834	0	0	0	0.0245337072175669	0	-0.121286098094258	-0.802838159409495	0	54.5813324102384	0	0	-0.0413610799575268	0	-0.141739193190104	0	0	0	0.572869370787642	-0.0746059782919337	0	-1.38988223425824	0	0	-0.357756629911209	0	0	0	0	0	0	0	0	0	0	0	0	0.666414551442841	0	-0.190723237385965	-0.622193244066094	1.34323037466591	0	0	0	0	0.55026750879275	-0.0136785495198812	0	0	0	0	1.03694092027075	6.96207442033892	0
PUM2	0	0	0	0	0	0	0	-0.00831282189206058	0.133014207817963	0	0.143560450440543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0187477632425063	0	0	0	0	0	0	0	0	0	0	0	0.222018821541922	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169683716939585	0	0	0	0.255449029964714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2622445788922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0178645323853232	0	0	0	0	0	0	0.194999488679748	0.223252156300365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QKI	0.272855754387606	0	0	0	0	0	0	0	0.00682268454400044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279424109672376	0.293887301866948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.994010432015515	0	0.301226633940251	0	0	0	0	0	0.290662860294443	0.292883003973715	0	0	0.178001178355106	0	0	0	0	0	0	0	0	0	0.285185054129195	0	0	13.417391304927	0.0638493172474554	0	0	0	0	0	0	0	0	-0.548386693868932	0	0	0	0.0189248547376999	0	0	0	0	0	0	0	0	0	0	0.039265476104733	0	0	0.0935192806059453	0	0	0	0	0	0	0	0	0	0	0.0521496428224348	0.288098496883493	0	0	0
RBFOX2	-0.864553319655326	0	0	-0.116102444183906	0	0.394768447661196	0	0.00831282189206058	-1.3040080241772	0.149570859465562	0	0	0	1.06526179420776	0	1.58285261902351	-0.54469809762632	0	0	0	0	0	0.156156812412986	0	-0.170415071818733	-0.422184226648795	0.516045733151405	0.0291558521695698	0	0	0	0	0.550452706357521	0	0	0	0	0	0	0.357128156520903	0	-0.129568377717029	0	0	0	0	0	2.25070243728048	0	0	0	0.0618978234785931	0	0	0	0	0	-0.764219477308072	-0.509263455012809	-0.273965758805649	-0.270812510201123	0	0	0.113250981578263	0.023965623282163	-0.290662860294443	-0.39742199867255	0	0	-0.984000892227971	0	-0.909467311263538	0	0	0	0.0646108594795249	0	2.38665419893163	0	-0.164163626292635	0	0	0	79.9082414650607	0	0	0	-0.356400971050657	0	0	0.393993148145341	0	0	0	0	-0.114821782871984	-0.00970175492652298	0	0	0	0	-0.191425741875497	0	0	0	0	0	0	0	0	0	-0.244977881333942	0.690735775554886	0	0	0	0	0.00127755443039744	0.100189292901765	-0.0844927797088615	0	0	-0.147069005091507	0	-0.385459245085154	0
RBM15	-0.0164686586785359	0	0	0	0	0	0	0.432046783822049	0	0.40685628908228	0	0	0	0	0	0	1.96134634492737	0	0	0	0	0	0	0	-0.507325211920482	-0.426356844613708	0.377029135549793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149580590017023	0.0817955549125014	0	0	0.062100229496029	0	0	0	0	0	0	0	0	0	0	0	-0.187683312022798	0.16790645601464	0.00748152940978881	0.0200033976804003	0	0.194826361274598	-0.290662860294443	-0.292883003973715	0	0	-0.285271502669624	0.304345709255884	0.188215554471417	-0.00611365351878552	0	0	0	-0.533513775500609	0.101102203017253	0	-0.168361394796924	0	0	0	0	74.7342465576444	0	0	0	0	0	0	0	0	0	0	-0.133739492339338	0	0	0.166347129881827	0	0	0	0	0	0	0	0	0	0	0	-0.0935192806059453	-0.257151090771177	0.316264187147221	0	0	0	0	0	0.306280377142132	0	0	0	-0.147069005091507	0	0.788099008425991	0
RBM22	0	0	0	0	0	0	0.115421125137379	1.18850053380346	0	0.420911246779748	0.0499048870194238	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.122845695785112	-0.403520363378386	0	0.867159919169789	0.204515464510362	0	0	0	0	0.207752921683973	0	0	0	0	0	0	0	0	0	0	0.456867058863012	0	-0.669285565732372	0	0	0	0	0	0	0	0	0	0	0.618993963700824	0	-0.0777353046573321	0	-0.241530284507734	-0.0394928265290525	0	0	0	0	0	0	0	0	0	0	0.191768845428087	0	0	-1.23632464063512	0	1.33677454752813	-0.0767436371467181	-0.0500365647509086	0	0	0	0	87.4325770594412	0.0529086662871263	0	0	0	0	0	0	0	0	-0.019343612056885	0	0	0	0	0	0.0107469875084282	0.402922669615851	0	0	0	1.62323869438628	3.05576421185408	-0.073717962444544	0	0.173858180721924	0.138222770215918	-0.27605376100952	0	0	0	0	0	0.193238601356157	-0.0710609615837794	0	0	-0.0579223488326314	0	0	0
RBM5	0.287436676870281	0	0	0	0	0	0	0	0	-0.0481639645116443	0	0	0	0	0	0	-0.154482136602844	0	0	0	0	0	0	0	0	0.379381282399809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0928651920886447	0	0	0	0.151427658111218	0	0	0	0	0	0	0	0.0656744845856916	0	0	0	0	0	0	0	0	0.15639384492611	0	0	0	0	-0.0413610799575268	0	0.113051113175979	48.3939944079649	-0.126685050370185	0	0	1.73656619713948	0	0.234877976546162	0	0	0.155270767966533	0	0	0.604486936556199	0	0	0	0	0	0	0	0.325221677862853	0.292514670783837	0	0	0.565206788732163	0.611496860591424	-0.0198053698535009	0	0	0	0	0	0.126491556854994	0	0	0	0	0	0	0.0657598774475579
RPS3	-0.261797881348652	0	0	0	0	0	1.52937277949575	-0.0648966726504086	-0.133014207817963	-0.136012991129312	0	0	0	0	0	-0.241800985779167	5.97639981230468	0	0	0.203615986806685	0	0.0868540713678304	0	0	0	-0.426356844613708	0.199141064881338	-0.620913816680344	0	0.390881094791045	0	0	0	0	0	0	0	0	0	0	0	0	0.269589900918422	0	0	0	-0.730435568368538	0.0531010832668916	0	0	0	0	0	0	0.236125938208207	0	0	0	5.53213035666844	-0.187683312022798	0.0525243277198514	0	0.839434075110918	0	0	-0.290662860294443	-0.292883003973715	0	0	-0.410265276531635	0	2.56945280929426	0	0.919739360021003	0	0	-1.03937352937717	0.101102203017253	-1.01135500474178	-0.168361394796924	0	0	0	-0.606157593924297	0	0	-0.0274801902710171	83.5426367283091	0	0	-0.393993148145341	0.387610930026977	-0.881081965497745	0	0	-0.357756629911209	5.56455741830414	0	0	0	0	0.104261604491848	0	0	0	0	0	0	-0.0626310105441489	0	-0.0935192806059453	-0.535428400662251	-0.883076537119564	0	0	0	0	0	0	1.01305329520873	0	0	-0.147069005091507	-1.25898940607606	0	0
SDAD1	2.61625802017935	0.411809078659969	0	0	0	0	0	0	0.914210910927331	0	0.143560450440543	0	0	0	0	0.0915975082477273	0	0	0.248204022166219	0	0	0.15342882572342	0	0	0.119298172671673	1.29625484898366	0.199141064881338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.583892572636023	0	0.559077665103	0.630155427886458	0	0	0	0	0	0	0	0.366336590814329	0	0.176807217029991	0	0	0	0.130845924182616	2.51391677113188	0	0	0	0.0132250273143661	0	1.45496326169756	2.30982787620946	0	1.05760154916861	1.61543122857821	0	0.110489046025255	0	0.110748238820307	0	1.1723909317062	0.171473747186139	0	0	0.710485875566039	0	0	0	0.0378610205639545	0.0659733748288797	0.0223947092757266	0	0.273629024875272	16.9565699217824	0	0	0	0	0	0	0.235027271113746	0.00970175492652298	0.0343828061077107	0.113612574546576	0	0	0	0	0	0	0.476645885187042	0.174889031970609	0	1.33231953088034	0	0.194999488679748	0	0	0	3.35178103848429	0.339335005611704	0	0.598566463420969	0	0	0	0	1.5789683006755	0	1.40170176264817	0.379151088576889
SERBP1	1.65028116093455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02319877688427	0	0	0.478779820635209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11410744132311	2.44492500243903	1.68860551057807	0	0	0.920319344394408	0.326482123177622	0	0.14731711895657	0.763696452256376	0	0.257882410240875	0	0.297673414772946	0	0	1.52488694582863	0.307771072788817	0	0	0.793910859774276	0.936093911779439	0.541509369962281	0	0	0	0.320746873258321	0.739864457581343	0	0	0.0951893013449666	0	0.00351092299964304	0	0	0	10.0941988508717	0	0	0	0	0	0.463992725341311	0	0	0	0	0	0	0	0	0	0.64574247740181	0	0	0	0	0.487697536780362	0.208851569068241	0	0	0.506985089958676	0.529745193899307	0	0	0.126491556854994	0.0758286542302702	0	0	0	0	0.604108405879194	0.506791445524418
SF3A3	-0.67371747143822	0	0	0	0	0	0	0	-0.245468643803857	0	0	0	0	0	0	0	-0.187294579313259	0	0	0	0	0	0	0	0	-0.00340118046564566	0.0797862374070221	0.702601176017294	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.123619403142015	-0.610685300867068	-0.751711289936927	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402131947955101	-0.307690285440565	-0.0369813317810407	0	0.14731711895657	0	0	-0.0572667693560392	-0.0436891480187881	-0.124042006118843	0	0	-0.285271502669624	0	-0.0950677018236834	0	0	0	-0.147944108151705	0	0.12516211661306	0	0	-0.0460035468593871	0	0	0.606157593924297	0	0	1.34439272095453	-0.273629024875272	0	0	96.0769336969896	0	3.87703032307491	0	0	2.15253221254418	0	0	0	0	0	-0.70379863448749	0	0	0	0	0	0	-0.603559608054434	0	0	0.208851569068241	-0.169378009281616	0	-0.0700445817059074	0	0	0	1.09939507822547	-0.0758286542302702	0	0	-0.147069005091507	0	0	0
SF3B1	0	0	0	0	0	0	0	0.00831282189206058	0	0.0557160344288003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3937424500457	0	0	0	0	0	0	1.9927102543575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25504390482936	0	1.32152237049386	0	0	0.171473747186139	0.891971015778719	0	0	0	0	0	0	0	0	0	1.04501943669735	0	0	0	2.41988933602053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91256984987609	0	0	0	0	0	0	0
SF3B4	-4.05395144521071	-0.251638697558716	0	-1.520888319415	0	0	-0.0951499454777422	-5.90597515270958	-6.37297066992143	-1.35340386764599	-0.399861785145126	0	0	-0.0128466043974867	0	-1.79951134113946	-2.50769537650039	0	-0.12369617213864	-0.957433138272222	0	-0.15342882572342	0	0	-0.905285247138533	-2.40964124995187	-0.263138234973344	0.659521286431179	0	0	0	0	-0.149536788509219	-0.270916179638861	0	0	0	0	0	0	0	-1.52639798339191	-0.269589900918422	-1.33008430541461	-0.0817955549125014	0	-5.55940452610957	-0.225416615162994	-0.5457409673034	0	0	0	-0.271705518966587	-0.206401693726956	-0.747403559949583	0	0	-4.23696621169522	-2.80336782654767	-2.87341223790997	-0.505627093778692	-0.160546316556796	-0.0797752478325019	0	-1.08333015127499	-2.01989738814767	-2.76916028893921	0	0	-3.3699059172122	0	-2.28605682200663	-0.989368323013211	-0.41327584038122	0	-1.65371598597864	-7.21455154667968	-0.12516211661306	-1.77153736142091	-2.15261535745992	-2.87409584971404	0	-0.03906252458968	-0.43937985848104	-1.45210740500968	-1.21860503070628	0	-2.1507080635987	-1.23221089165223	-0.700090603832024	0.286274207391008	0	75.8643410309815	0	0	0	-0.0100715963270965	-0.940958704923343	-0.908250920756088	0	-0.629420363847078	-0.793739955638052	-0.255364941758075	0	0	-0.711748926621952	-1.27650344343882	-0.76020608354234	-2.10890500683382	0	-0.133271012515181	-0.511829695460763	-5.85821501833497	0	-2.10992595791951	-0.565227608022626	-0.0478055174194864	-0.598566463420969	0	-1.71336963444747	0	-0.117116375670391	-1.87358812884491	-6.13035830281329	-3.14252797086069	-0.379151088576889
SLBP	0.67371747143822	0	0.592967115989425	0	0	0	0	0.00831282189206058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253110206363289	0.700147040953719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92466133542228	0	0	0	0	0	0	0.789230150216972	0	0	0	0	0	0.690042859156504	0.727852394836091	0	0	0.582635735386638	0	0	0	0	0	0	0	0	0	0.710485875566039	0	0	0	0	0	0	0	0	0	0	0	0	0	0.461542266363689	0	0.463992725341311	0	0	0	0	0	0.679596958507662	0	0	0	0	0	0	0.603559608054434	0	0	0	0	0	0	0	0	0	0	0	0	0	0.743699694832042	0	0	0
SLTM	0	0	0	0	0	0.307023643052202	0	-0.00831282189206058	0	0	0	0	0	2.46787819747777	0	0	1.48820583072587	0	0	0	0	0	0.274066487778276	0	0	0	0.350912138309383	0	0	0	0	0	0.437682327040997	0.373914776381067	0.466263709222495	0	0	0	0	0	0	0	0	0.378159276238022	0	0	0	1.20983796604293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08333015127499	0	0	0	0	0	0	0	0	0	0	0.609247878396413	0	0.101102203017253	0	0	0.176827765856339	0	0	0.164983262003159	0	0.0223947092757266	0	0	0	0	0	0	0	0	7.9828884930633	0.201137702918171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153594752042122	0	0.675869119223771	0	0	0	0	0
SMNDC1	6.84770302890032	0.942642154337225	0	0	0	0.0629339426759022	0	0	-0.986808487570256	0	0	0	0	0.911685320881333	0	0	-0.325140698623703	0.0793965839939396	0.324616274658913	0	0	0	0	0	0	5.33697929593225	0.157107378874806	1.30729071490479	0	0	0	0	1.2535388331755	0	0	0	0	0	0	0	0	-0.129568377717029	-0.269589900918422	0.627362833807803	0	0	-0.476673221942343	0	0	0	0	0	0.271705518966587	0	0	0	0	0	0	2.90043687541416	0	0.149606388617957	0.111165506791368	0	0	4.34267201882014	4.12021938797139	0	0	7.65950252685017	1.44953167268682	0.0766707088212055	0	0	0	2.17314998245007	-0.378846939513368	0	0	3.67067066810482	0	0	0	0	0	0	0	0	0	0.168278269627314	2.5781427301864	0	3.87703032307491	0	0	72.3587598035292	-0.00137977349983234	0	0	0	0	2.10415139161618	0	0	0	0.33413987229171	0	0.205006798841627	0	0	0	-0.257151090771177	-0.690735775554886	0	1.04892160154639	0.0594969551088771	0	0	3.24180772420473	0	0	0	3.15403791630344	-0.143792106020712	-0.200597062629828	0.506791445524418
SND1	0	0	0	-0.0194761637578206	0	0	0	-0.239442053169598	-0.948749665032809	-1.85964009794575	0	0	0	0	0	-0.77430013031898	-0.327175524473689	0	0	0	0	0	0	0	-0.394295616117754	-0.0541017183648109	0	-2.16762320811991	0	0	0	0	0	0.0263734908567681	0	0	0	0	0	0	0	0	0	-0.067584878351104	0	0	-0.818666513043159	0	0	0	0	0	0	0.152204758477467	0.176807217029991	0	0	-0.170897867530691	0.748110733660457	0	-0.0029899770840498	0	0	0	0	-0.0725281838890115	-0.0683700816938436	0	0	-0.302215302904715	0	0	0	0	0	0	-0.205623875602405	0	-0.802838159409495	0	-0.00628250984219834	0	0	-0.43937985848104	0	-0.0748991778929699	0	3.99165233510945	0	0	-0.208555324372181	0	-0.782771659499289	0	0	-1.19219914101784	72.7817126441079	-0.0865426467381588	0	0	0	0	0	0	0	0	0	0	0	0	-0.0784300813332803	-0.255394851677703	-0.20480276491864	0	0	0	0	0.21798242718863	-0.100189292901765	0	0	0	0	-1.03321404091151	-0.315139459722449	0
SRSF1	0	0	0	0	0	0	0	-0.862274408849308	0.539909427710475	-0.0481639645116443	0	0	0	0	0	0.276291742688665	0	0	0	0	0	0	0	0	-0.507325211920482	0	0	-0.382866053963029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.313257279022869	0	0	0.712371303260826	0	0	0	0	0	0	0	0	0	0	0	-0.382506064368969	0	0	0	0	0	0	0	0	0	0	0	0	-0.301324318004864	0	0	0	0	0.566489737092136	-0.101102203017253	-0.256136279413113	0	0	0	0	0.0413610799575268	0	-0.0594014378211325	0	-0.053476936434134	0	0	0	0	-0.115402424983174	0	0	0	-0.00970175492652298	80.7283864953825	0.459577640099345	0	0	-0.104261604491848	0	0	0	0	0	0	1.09853471319679	0	0	0	0.629153195603285	0	0	0	0	0	0	-0.0710609615837794	0	0	0	0.718659041885395	0	0
SRSF7	0.110096627291207	0	0	0	0	0	0.0296247504113331	0	1.18768420458269	-0.0493749886465413	0.131138168465421	0.0312180758046861	0	0	0	0	0	0	0	0.101831187000114	0	0	0	0	0	0	0	-0.504432063108915	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07959485042993	0.269589900918422	0	0	0	0.0736700018419672	0	0	0	0	0	0	0	0	0	0	0.580834248150157	0	0	0.137034550265397	0	0.0200033976804003	0	0	0	0	0	0	0	0.104481053678982	0.40606511902602	0	0	0	0	0.0541764846428408	0	0	0.168361394796924	0.0460035468593871	0	0	0	0.331007029083298	0.113051113175979	0.39773577590183	0	0.118221821317109	0	0.0963039237164084	0	-0.011298417583153	0	0	0	0.00970175492652298	0.837421711934059	20.786489182486	0	0	0	0	0	0	0	0.493358862167689	0.230066612195819	2.10890500683382	0	0.963499180787603	0.0293186845868444	1.39721228137169	0	0	0	0	0	0	0	0	0	0	1.03694092027075	0.675039185513708	0
SRSF9	0	0	0	0	0	0	0	-0.00831282189206058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160629660454622	0	0	0	0	0	0	0	0.201137702918171	0	0.394931451706398	0	9.02140941620329	0	0	0	0	0	0	0	0	0	0	0	0.0161267293691578	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSB	0.67371747143822	0.480028761846037	0	0	0	0	0	-0.00831282189206058	0	0	0	0	0	0	0.419354521117698	0	0	0	0	0	0	0	0	0	1.82192034896174	0.746926614339664	0	0	0	0	0	0	0	0.28076054456687	0	0	0	0	0	0	0	0	0	0.233208952662262	0	0	0	0	0	0	0	0.0618978234785931	0	0	0	0	0	0	0	0.918274567693636	0	0	0	0	0	0.77950028846238	0.803933288926628	0	0	0.545817539913082	0	0	0	0	0	0.410072459043964	0	0	0	0.245622565732792	0	0	0	0	0	0	0	0	0	0	0	0	-0.359254326438855	0	0	0.316588972710129	0	0	0	0	16.9023130329375	0.155531108349673	0	0	0	0	0	0	0	0	0	0	0	0	0.365576511090634	0	0	0	0	0	0	0	0.23996335499567	0	0	0
SUB1	2.72841411550051	0	0.0110665744376916	0.0412994883885346	0	0	1.11882127168365	0.166778041195576	0	-0.0493749886465413	0.0298337157042608	0	0	0	0	-0.00822918845633996	0.24455526891814	0	0	4.91814175734856	0	0.272543873599913	0	0	0	1.19481830907791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325065153705035	0	0	0	0	0	0	0	0	0.220534798740396	0	0	0	0	0.173642295425134	3.67975139840205	1.52163777109906	0.0029899770840498	0	0.198699346613629	0	0.0552071297893649	3.7279360957091	1.3482829975404	0	0	3.82568817799776	0	4.15941133190805	0	0.548769540984018	0	0	0	0.109083116741975	0	0.0354656100063549	0	0	0	-0.0638493172474554	0	0.113051113175979	0	0.46322153057492	0	0	-0.250183116474727	0	0	0.270226559213284	0	2.53478492236154	0	0	0	0	0	32.4055213605862	0	0	0	0	0.749607260552318	0.266776607703319	0	0	0	-0.511829695460763	0	0	0	0	0	0	0.384355846360674	0.401267301731713	0	0	0.831048272213495	-0.0325332764855778	0	0
