AATFBF	AGGF1BF	AGOBF	AKAP1BF	AKAP8LBF	APOBEC3CBF	AQRBF	BCLAF1BF	BUD13BF	CDC40BF	CPSF6BF	CSTF2TBF	DDX24BF	DDX3XBF	DDX42BF	DDX52BF	DDX55BF	DDX59BF	DDX6BF	DGCR8BF	DHX30BF	DICERBF	DKC1BF	DROSHABF	EFTUD2BF	EIF3DBF	EIF3GBF	EIF3HBF	EIF4G2BF	EWSR1BF	EXOSC5BF	FAM120ABF	FASTKD2BF	FMR1BF	FTOBF	FUSBF	FXR1BF	FXR2BF	G3BP1BF	GEMIN5BF	GPKOWBF	GRSF1BF	GRWD1BF	GTF2F1BF	HLTFBF	HNRNPCBF	HNRNPKBF	HNRNPMBF	HNRNPUL1BF	IGF2BP1BF	IGF2BP2BF	IGF2BP3BF	KHSRPBF	LARP4BF	LARP7BF	LIN28BBF	LSM11BF	METAP2BF	MTPAPBF	NCBP2BF	NIP7BF	NIPBLBF	NKRFBF	NOL12BF	NOLC1BF	NONOBF	PABPC4BF	PABPN1BF	PCBP1BF	PCBP2BF	PHF6BF	PPIGBF	PRPF4BF	PRPF8BF	PTBP1BF	PUM1BF	PUM2BF	QKIBF	RBFOX2BF	RBM15BF	RBM22BF	RBM5BF	RPS3BF	SDAD1BF	SERBP1BF	SF3A3BF	SF3B1BF	SF3B4BF	SLBPBF	SLTMBF	SMNDC1BF	SND1BF	SRSF1BF	SRSF7BF	SRSF9BF	SSBBF	SUB1BF	SUPV3L1BF	TARDBPBF	TBRG4BF	TIA1BF	TIAL1BF	TRA2ABF	TROVE2BF	U2AF1BF	U2AF2BF	UCHL5BF	UPF1BF	UTP18BF	WDR43BF	XPO5BF	XRCC6BF	XRN2BF	YBX3BF	YWHAGBF	ZC3H11ABF	ZC3H8BF	ZNF622BF	ZNF800BF	ZRANB2BF
SLBP	0.644332071707597	0.546921930384687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505473825424977	0.632433460421087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466504651270739	0	0	0	0	0	0.649512924256143	0	0	0	0	0	0.546594116060876	0.597194386772613	0	0	0.519879363566294	0	0	0	0	0	0	0	0	0	0.670702223326082	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466504651270739	0	0.37847640054153	0	0	0	0	0	0.377379760572597	0	0	0	0	0	0.207290530076821	0	0	0	0	0	0	0	0	0	0	0	0	0	0.584548888203689	0	0	0
SLTM	0	0	0	0	0.255929698126028	0	0	0	0	0	0	1.27544955818386	0	0.695958868365826	0	0	0	0	0	0.156960596226488	0	0	0	0.309906174395594	0	0	0	0	0	0.374007549705253	0.751155987086955	0.492463001034349	0	0	0	0	0	0	0	0.220768130766255	0	0	0	0.279245655069007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0652373944628	0	0	0	0	0	0	0	0	0	0	0.545438509604482	0	0.0686873709943324	0	0	0.0643343894724934	0	0	0.0675103034406382	0	0	0	0	0	0	0	0	0	0	3.55485234523435	0.210664602543671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121316269476693	0	0.751155987086955	0	0	0	0	0
SMNDC1	2.02217197293857	0	0	0	0.186308533255124	0	0	0	0	0.266425417246556	0	0.594697429030166	0	0	0	0.34904792466968	0	0	0	0	0	0	1.5929570505597	0.309906174395594	0.386268674180502	0	0	0	0	1.39926770306207	0	0	0	0	0	0	0	0	0	0.10404280821545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13697402791569	0	0	0.0358633060575633	0	0	0.546594116060876	0.912051776395519	0	0	1.22773536049418	1.12587682039516	0	0	0	0	1.01340601809231	0	0	0	1.13697402791569	0	0	0	0	0	0	0	0	0	0.25545318682853	0.876572049125962	0	1.36703799093221	0	0	33.7215840292244	0	0	0	0	0	0.140764583148325	0	0	0.362310195248211	0	0	0	0	0	0	-0.304367270390828	0	0.569840281893555	0.19136556591642	0	0	1.84452713816691	0	0	0	0.598095441235877	0	0	0.362310195248211
SND1	0	0	0	0	0	0	0	0	-0.872561821655671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.440563909162158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0582299626087463	0	0	0	0.221599299172949	0	0	0	0	0	0	0	0	0	0.146286237006899	0	0	0	0	0	0	0	0	0.0686873709943324	-0.187967345919065	0	0	0	0	0	0	0	0	0.211861838354561	0.0317424868049938	0	0	0	-0.895380325822993	0	0	-0.143824462218574	29.7938283142554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0231662456290303	0	0	0	0	0	0	0	0
SRSF1	0	0	0	0	0	0	-0.954802870892699	0	-0.272910359007411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.605576976488583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.202223935212621	0	0	0	0	0	0	0	0	0	0	-0.0292558355251013	0.0457338012358289	0	0	0	0	0	0	-0.0686873709943324	-0.0523457215144432	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.143662014923177	0	0	0	0	41.7478848791219	0.0679215479567194	0	0	0	0	0	0	0	0	0.0785084792263326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRSF7	0	0	0	0	0	0	0	0.251781825043565	0	0.232784060404997	0.0293377801911343	0	0	0	0	0	0.0738330289728946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156937031871289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0241574247039382	0	0	0	0	0	0	0	0	0	0	0	0	0.159938276905709	0.392207793819969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097832576495026	0	0.606088919446988	9.79849721712486	0	0	0	0	0	0	0	0	0.0785084792263326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5486928504935	0	0
SRSF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211861838354561	0	0	0	0	0	0	0	0.278908083959298	0	0	0	2.78887443919655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.970392197497554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3861912637925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUB1	0.517074080976522	0.170525536150627	0	0	0	0	0	0	0	0.15577955848474	0	0	0	0.152825734146686	0	0	0.146839780451558	0	0	0	0	0	0.0553667853568278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312889236786799	0	0	0	0	1.33384279368814	0.0818010413854923	0	0	0.281579191013057	0	0.10515742183241	0.546594116060876	0.0478647955962917	0	0	1.55050123651231	0	0.464107121265774	0	0.213596549804388	0.0561401158600674	0	0	0.0579509393060204	0	0.0601240537696842	0	0	0	0	0	0	0	0.211861838354561	0	0	0	0	0	0.312889236786799	0	0.37847640054153	0	0	0	0	0	15.7782782450378	0	0	0	0.0655973168036013	0	0	0	0	0	0	0	0	0	0	0	0.120086224310087	0	0	0	0.0599667685808818	0	0.116772861341145	0
SUPV3L1	0	0	0	0	0	0	0.0884967727570866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00860852887314774	0	0	0	0	0	0	0	0	0	0	0	0.422087135440751	0	0	0	0	0	0	0	0	0.266306473140759	0.0936115865145313	0	0	0.0690833560719467	0	0	0	0	0	0.0675103034406382	0	0.123786368194833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5543241798693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARDBP	0	0	0	0	0	0	0	0	0	0.266425417246556	0	0	0	0	0.45905224449813	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422294360786394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210664602543671	0	0	0	0	0	0	0	6.12492043679772	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120086224310087	0	0	0	0	0	0	0
TBRG4	1.41177428787761	0	0	0	0	0	0	0	0	0.312420441199841	0	0	0	0	0	0.361407634837401	0	0	0.297694807146252	0	0	0.0164278435713275	1.6068988660152	0.321570912950724	0	0.512821707937179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18855411504701	1.67859289583573	0	0	0	0	0.366640300762062	0.506795170280238	1.57473035679347	0	0.382520433314895	1.29588125779048	0	0.31633371990604	0	0	0	1.37364052440522	0	0	0	1.71335500209494	0	0	0	0	0	0	0	0	0.201523268255157	0.346328716758895	0	0	0	0	0	0.863939502664379	0	0	0	0	0	0	0	0	1.64698036340032	0	0	0	0	0	0	0	0	1.96555476228932	1.7596510378572	0	0.314228160991011	0	0	0	0	0.491238755760116	0	0	1.64698036340032
TIA1	0	0	0	0	0	0	0	0.506720401773424	0	0.312420441199841	0	0	0	0	0	0	0	0	0	0	0	-0.0164278435713275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.329848246542995	0	0	0.159299026665087	0	0	0	0	0	0	0	0	0.949111342796562	0	0	0	0	0	0	0	0	0	0	0	0.112618005371402	0	0	0	0	0.233932644961991	0	0	0	0	0	0	0	0	0	0	0.230432644045002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140764583148325	0	0	0	25.6219501291707	1.76249883257049	0	0	0	1.9755961692879	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIAL1	0.141857368610318	0	0	0	0	0	0	0.131292913974728	0	0.194263919288127	0	0.0495599013578313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031630217960813	0	0	0	0	0	0	0	0	0	0	0.130244239102912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153210820387938	0.158770530637385	0	0	0	0.0827776381132853	0	0	0	0.0228881944990555	0.0796935603216908	0	0	0.0686873709943324	0	0	0	0	0	0	0	0.636434578989294	0	0	0	0	0	0	0	0	0	0.210664602543671	0	0	0	0	0	0.0964075850222287	0	0	0	1.67466299959269	13.1184039581747	0	0	0	0.244505839981495	0	0	0	0	0	0	0.127399078302397	0	0	0	0	0	0	0
TRA2A	0.0577338592692839	0.561202842461069	0	0	0	0	0	0.24601302046724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0193223608072893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270576042485989	0	0	0	0	0	0.0440437545710379	0	0	0	0	0	0.0445977874266223	0.000722510077609806	0	0	0	0	0	0	0	0	0	0	0	-0.0523457215144432	0.0335783208928729	0	0	0	0	0	0	0	0	0.082761236848542	0	0	0	0	0.270576042485989	0	0	0	0.190679892245815	0	0	0	0.0249347844938002	0	0	0	0	0	21.1421411572077	0	0	0	0.0181132986080559	0	0	0	0	0	0	0	0	0	0.027963651553245	0	2.42664018700255	0
TROVE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0823254880505158	0	0	0	0	0	0.156960596226488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28067313805125	0	0	0.0299900168112486	0	0	0.28566887372571	0	0	0	0	0	0	0.155807175436651	0	0	0	0.479905961563798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0273100178564204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.46035283157188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U2AF1	0	0	0	0	0	0	0	0	0	0	0	0	0.112132699061718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24821953915381	0	0	0	0	0	0	0	0	0	0	0	0.147486855871694	0	0	0	0	0.23408010761566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062364681048093	0	0	0	0	0	0.210664602543671	0	0	0	0	0	0	0	0	0	0.0655973168036013	0	0	0	25.8894799180515	7.13453662997916	0	0	0	0.0156926149409056	0	0	-0.00475044414983151	0	0	0	0	0	0	0
U2AF2	-0.088819768252004	0	0	0	0	0	0	0	-0.08294037201265	0	0	0	0	-0.301732681766308	0	0	0	0	0	0	0	-1.43634437613638	0	-0.117727531937434	-0.22306940792234	0	0	0	0	-0.00724342396637545	0	0	0	0	0	0	0	0	0	-0.075274172020132	0	0	0	0	0	0	0	0	0	0	0	0	1.10115091317588	-0.28067313805125	0	0	0	-0.0358633060575633	0	0	0	0	0	0	0	0	-0.422363768201063	0	0	0.23408010761566	0	0	0	0	-0.0601240537696842	0	0	0	0	-0.124741788876418	0	0	-0.00755281408905757	0	0	0	0	0	0	0	-0.172847170129262	0	0	0	0	0	-0.0517715661883715	0	0	0	0.622357868687196	0	0	0	5.77646888000178	56.478484182954	-0.332764992447934	0	0	0	0	0	-0.543441658121104	0	0	0	0	0	-0.233779180730703	0
UCHL5	-0.088819768252004	0	0	0	0	0	-0.0884967727570866	2.51402154382849	0	0.125996757901225	0	0	1.80700922670247	-0.34409973118771	0	0	0	0	0	0	0	-0.537770510339841	-0.0498768808503677	0	-0.302934966606222	0	0	0	0	0	0	0	0	0	0	0	0	0.51907694854078	0.628601926205685	0	0	0	5.26127040694494	0	0	0	0	0	0	0	0	0	0	-0.0321824607960705	-0.0714050641793732	0	0	0	0	0	-0.0451830674741712	-0.215732750971629	0	0	-0.528209876126293	0	-0.000714344830170607	0	0	0	0	0	0.0579509393060204	-0.187967345919065	-0.0601240537696842	0.299275763720443	0	0	0.0675103034406382	0	0	0	-0.211861838354561	0	0	0	0	-0.0273100178564204	0	0	-1.04096386313485	0	0	0	0	0	0	0	0	0	0	0	0.0785084792263326	0	0	0	49.2980245911625	0	0	0	0	0.206968417938374	-0.543441658121104	0	0	0	-0.027963651553245	4.70948150707674	1.5242850239345	0
UPF1	0	0	0	2.05700253959861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238981970521122	0	0	0	0	0	0.00889420314743376	0.0483175772371083	0	0	0	0	0	0	0	0	0	0	0.163519279707916	0.232813397391341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.55348563767443	0	0	0	0	0	0	0	0	0	0	0	0
UTP18	2.07495687341038	0	0	0	0	0	0	0.0763197032557956	0	0.669465719926005	0	0	0	0	0	0.34904792466968	0	0	0.297694807146252	0	0	0	2.46913514393261	0.309906174395594	0	0.512821707937179	0	0	0	0	0	0	0.276269603493121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0577908987597343	0.873250174311701	2.51944846328471	0	0	0	0	0.28566887372571	0.393705030892786	2.36534359307499	0	0.382520433314895	1.89871781822103	0	0.156522029723949	0	0	0	1.28463396566944	0	0	0	2.51944846328471	0	0	0	0	0	0	0	0	0.201523268255157	0.272166892180488	0	0	0	0	0	1.14822907136778	0	0	0	0	0	0	0	0	1.50796965465904	0	0	0	0	0	0	0	0	3.79816652178822	2.5508783621258	0	0.314228160991011	0	0	0	0	1.28445536644488	0	0	1.50796965465904
WDR43	1.07139804130142	0	0	0	0	0	0	0.0357165893930882	0	1.63813565042833	0	0	0	0	0	0.298871294950572	0	0	0.297694807146252	0	0	0	1.24288612609072	0.309906174395594	0	0.512821707937179	0	0	0	0	0	0	0.276269603493121	0	0	0	0	0.227238368125298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0577908987597343	1.49815076093707	1.24809801676037	0	0	0	0	0.28566887372571	0.369310541147328	1.11639639933523	0	0.382520433314895	0.912534012760628	0	0.155807175436651	0	0	0	1.26738882592073	0	0	0	1.24809801676037	0	0	0	0	0	0	0	0.160891666466529	0.201523268255157	0.272166892180488	0	0	0	0	0	0.476648062806132	0	0	0	0	0	0	0	0	1.50796965465904	0	0	0	0	0	0	0	0	2.28091459395372	5.27457948724382	0	0.314228160991011	0	0	0	0	0.343613188958375	0	0	1.50796965465904
XPO5	0	0	0.779255431926797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.735765771243266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0162971280629434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5285308347987	0.175455820150073	0.120086224310087	0	0	0	0	0	0	0
XRCC6	0.279255379044963	0	0	0	0	0	0	0	0	0.266425417246556	0	0	0	0	0	0.291239987319876	0	0	0.297694807146252	0	0	0	0.313837146671516	0.309906174395594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0871264984586415	0	0	0	0	0.0633302207329896	0	0	0	0	0	0.676897274034513	0.329861952771598	0	0	0	0	0	0.321781427368897	0.293761325437297	0	0.382520433314895	0.192232993722368	0	0.11753702761971	0	0	0	0.456967380617184	0	0	0	0.316307872014923	0.479901137084464	0	0	0.00611256168081359	0	0	0	0	0.201523268255157	0	0	0	0	0	0	0.143824462218574	0.0036220779482787	0	0	0	0	0	0	0	0.4951718853466	0	0	0	0	0	0	0.487193346563957	0	0.423871333613791	0.410714556954034	0	6.78975401630839	0	0	0	0	0.313648244649105	0.223320380895788	0	0.4951718853466
XRN2	0.088819768252004	0	0	0	0	0	0.0884967727570866	0	0.361605664274498	0	0	0.404656259237053	0	0	0	0	0	0	0	0	0	0	0	0	0.605576976488583	0	0	0	0	0.446886068292793	0	0	0	0	0	0	0	0	0	0	0.23745493822091	0	0	0.311896220917351	0	0	0	0	0	0	0.223128917177581	0	0	0	0	0	0.361896798176171	0.138836186198387	0	0.28566887372571	0	0	0	0	0	1.53932697426928	0.316215250307655	0	0.213596549804388	0	0	-0.139873014911262	1.50645640114527	0.0240113520958914	0	0	0	0	0	0.408279859024193	0.230432644045002	0	0.211861838354561	0	0	0.615344151688289	0.482142474330955	1.19685055089968	0	0	2.26076570073834	0	0	0	0	0	0.0964075850222287	0	0	0	0	0	0	0	0	0	-0.191334338379065	0	0	0	0	0	28.2210647955211	0	0	0	0	0	0	0
YBX3	0	0	0	0	0	0	-0.748872339365303	-0.0357165893930882	-0.177851115201443	0	0	0	-0.112132699061718	0	0	0	0	0	0	0	0	0	0	0	-0.71888444336793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0496118749815522	0	0	0.0930462650440784	0.529348524947945	0	0	0	0.382811010024882	0	0	0	0	0	0	0	0	0.155807175436651	0	0	0	0	0	-0.0444384340314672	-1.57091186331039	0	0	0	0	-0.0366802690276607	0	-0.133798988416949	0	0	0	0	0	0	-0.958398691567115	0	0	-0.391337207616084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.151591300358054	39.9957145507574	0	0	0	0	0	0
YWHAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0.319830774459002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875543676091651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422087135440751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0515815842469098	0	0	0	0	0	0	0	0	0.643831943392743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875543676091651	0	0	0	0	0
ZC3H11A	0.257411355580233	0	0	0	0	0	0	0	0	0	0	0	0.140697304958624	0	0	0	0.0850669721819933	0	0	0	0	0	0.273434975888553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23745493822091	0	0	0	0.00545054399039311	0	0	0.0633302207329896	0	0.0496118749815522	0	0	0.0373141874503104	0	0.28953324690056	0	0	0	0	0.211186937056672	0.297365294159751	0.253312203769373	0	0	0.163315531210063	0	0	0	0.148936390390136	0	0	0	0	0	0.276169285342578	0	0	0.243846314071364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082353220882317	0	0	0	0	0	0	0	0	7.96343279391582	0.27672587925397	0.154520573471863	0	0
ZC3H8	3.75510122542052	0.255434886595536	0	0	0	0	0	0	0	0.266425417246556	0	0	0	0	0	0.291239987319876	0	0	0.297694807146252	0	0	0.0164278435713275	4.4222837836614	0.299963870565682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385221029822462	0	0	0	0.0373141874503104	0.217339550334179	4.56316188694612	0	0	0	0	0	3.30710776903164	5.33093719820844	0	0.382520433314895	5.59703212934991	0	0.403310586687981	0	0	0	0.432118685725803	0	0	0	4.50516993996843	0	0	0.243846314071364	0	0	0	0	0	0.201523268255157	0	0	0	0	0.385221029822462	0	1.34656252240421	0	0	0	0	0	0.140764583148325	0	0	0.4951718853466	0	0	0.0785084792263326	0	0	0	0	0	1.36662556392987	0.391334230791677	0	0.273008520054284	0	0	0	0	6.84378311551264	0	0	0.4951718853466
ZNF622	-0.153459574105535	0	-0.637217939371915	0	0	0	0	2.3913716171665	0	0	0	0	0.345848368179016	-0.420670458281986	0	0	0	0	0	0	0	-0.423465885208854	0	-0.0285665693033087	-0.0114953622653121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0959710103672	0	0.126192725356927	0	0	0	0	0	0	0	0	-0.386771952906866	0	0	0	0	0	0	0	0	0	0	-0.215021625309932	0	-0.0574335981656159	0	0	0	0	1.03429475772905	0	-0.0227517682472302	0	0.430495906751946	0	0	0	0	0	0	-0.242641161147778	0	0	0	0	0	0	0	-0.210664602543671	0	0	0.0251218141133651	0	0	0	0	0	0	0	0	0	0	0	0	4.75357969392384	0	0	0	0	0.0465719026739534	0	0	0	0	0	43.498900322956	1.05749594002554	0
ZNF800	0	0	0	0	0	0	0	2.51402154382849	0	0.186358155358144	0	0	0	-0.0710131096332602	0	0	0	0	0	0	0	-0.0164278435713275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.486898515250863	0	0	0.0668161649069923	0	1.43274090657472	0	0	0	0	0	0	0.0496118749815522	0	1.35677029788041	0.0577908987597343	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00988612672918633	0	0	0	0	0	-0.0686873709943324	-0.0160858898240524	0	2.35205420247579	0	0	-0.0675103034406382	0	0	0	0	0	0	0	0	0	0	0	-0.210664602543671	0	0	0	0	0	0.0964075850222287	0	0	0	0	0	2.87915852291818	0	0	0	1.77352883498822	0	0	0	0	0	0	0	0	0	0	1.17743530554745	33.6511039658577	0
ZRANB2	1.41177428787761	0	0	0	0	0	0	0	0	0.312420441199841	0	0	0	0	0	0.361407634837401	0	0	0.297694807146252	0	0	0.0164278435713275	1.6068988660152	0.321570912950724	0	0.512821707937179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18855411504701	1.67859289583573	0	0	0	0	0.366640300762062	0.506795170280238	1.57473035679347	0	0.382520433314895	1.29588125779048	0	0.31633371990604	0	0	0	1.37364052440522	0	0	0	1.71335500209494	0	0	0	0	0	0	0	0	0.201523268255157	0.346328716758895	0	0	0	0	0	0.863939502664379	0	0	0	0	0	0	0	0	1.64698036340032	0	0	0	0	0	0	0	0	1.96555476228932	1.7596510378572	0	0.314228160991011	0	0	0	0	0.491238755760116	0	0	1.64698036340032
