AATFBF	ABCF1BF	AGGF1BF	AGOBF	AKAP1BF	AKAP8LBF	APOBEC3CBF	AQRBF	BCLAF1BF	BUD13BF	CDC40BF	CPSF6BF	CSTF2TBF	DDX21BF	DDX24BF	DDX3XBF	DDX42BF	DDX52BF	DDX55BF	DDX59BF	DDX6BF	DHX30BF	DICERBF	DKC1BF	DROSHABF	EFTUD2BF	EIF3DBF	EIF3GBF	EIF3HBF	EIF4G2BF	EWSR1BF	EXOSC5BF	FAM120ABF	FASTKD2BF	FMR1BF	FTOBF	FUSBF	FXR1BF	FXR2BF	G3BP1BF	GEMIN5BF	GPKOWBF	GRSF1BF	GRWD1BF	GTF2F1BF	HLTFBF	HNRNPCBF	HNRNPKBF	HNRNPMBF	HNRNPUL1BF	IGF2BP1BF	IGF2BP2BF	IGF2BP3BF	KHSRPBF	LARP4BF	LARP7BF	LIN28BBF	LSM11BF	METAP2BF	MTPAPBF	NCBP2BF	NIP7BF	NIPBLBF	NKRFBF	NOL12BF	NOLC1BF	NONOBF	PABPC4BF	PABPN1BF	PCBP1BF	PCBP2BF	PHF6BF	PPIGBF	PRPF4BF	PRPF8BF	PTBP1BF	PUM1BF	PUM2BF	QKIBF	RBFOX2BF	RBM15BF	RBM22BF	RBM5BF	RPS3BF	SDAD1BF	SERBP1BF	SF3A3BF	SF3B4BF	SLBPBF	SLTMBF	SMNDC1BF	SND1BF	SRSF1BF	SRSF7BF	SRSF9BF	SSBBF	SUB1BF	SUPV3L1BF	TAF15BF	TARDBPBF	TIA1BF	TIAL1BF	TRA2ABF	TROVE2BF	U2AF1BF	U2AF2BF	UCHL5BF	UPF1BF	UTP18BF	WDR43BF	XPO5BF	XRCC6BF	XRN2BF	YBX3BF	ZC3H11ABF	ZC3H8BF	ZNF622BF	ZNF800BF	ZRANB2BF
U2AF2	0	0	0	0	0	0	0	-0.735083424466525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.655313738997007	0	0	-0.190565665676501	0	0	0	0	0	0.105761509722854	0	0	0	0	0	0	0	0	-0.0321008613503386	0	0	-0.253437396105776	0	0	0	0	0	0	0	0	0	0.996029012474166	-0.33819801442473	0	0	0	0	0	0	0	0	0	0	0	0	-0.601943381502165	0	0	0	0	0	0	0	0	0	0	0	-0.101104556096337	0	0	0	-0.0406810734994257	0	0	0	0	0	0	-0.0901112334589149	0	0	0	0	0	-0.091057330767344	0	0	0	0.586042044650253	0.0140114448715751	0	0	3.52797240679543	49.9313383264805	-1.27252896205575	0	0	0	0	0	-0.280461594851727	-0.0667683188348436	0	0	0	-0.147085880260541	0
UCHL5	-0.184490237971028	0	0	0	0	0	0	-0.987234123894052	2.39622892211937	0	0.0905621762695283	0	0	0	0.146385223109052	-0.839610099996063	0	0	0	0	0	0	-0.0852067077340689	-6.11113731660683e-05	0	-0.454434202900581	0	0	0	0	0	0	0	0	0	0	0	0	0.172118663417378	0.707072086947252	-0.488746545693589	0	0	3.00532301054864	0	0	0	0	0	0	0	0	0	0	0	-0.0154728318664871	0.0381905031382537	0	0	0	0	-0.200621187938491	-0.128985978581681	0	0	-0.609461904332214	0	0	0	0	0	0	0	0	-0.784772846459401	0	0.0132388627321221	0	0	0	0	-0.299672866346913	0	0	0	0	0	-0.771338958032792	0	0	-0.782213206432881	0	0.293606346199032	0.200003526600835	0	0	0	0	0	0	0	0	0.00809834574783118	0	0	-0.784437272874069	46.0824341772107	0	0	0	0	0.191586626020735	-0.280461594851727	6.65298442960279e-05	0	0	2.70592696833444	1.08804231453049	0
UPF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0940208739630213	0	0	0	0	0	0	0.131265744797642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0569099764088516	0	0	0	0	0	0	0	0	0	0	0	0	0.0241987126374827	0.0140114448715751	0	0	0	0	0	7.22056342566168	0	0	0	0	0	0	0.0253097861578384	0	0	0	0
UTP18	1.87950682039032	1.54676910038942	0	0	0	0	0	0	0.537909631697027	0	0.131210896770223	0	0	0.420781829344147	0	0	0	0	0	0	0	0	0	1.17772650399951	0	0	0	0	0	0	0	0.235481973838558	0	0.261025197256172	0	0	0	0	0	0	0.777321615291035	0	0	0	0	0	0	0	0	0	0	0	0	0.0600080110194856	0	2.42336476432442	0.0381905031382537	0	0	0.00810720166334087	0	2.24650388863834	2.23740864829117	0	0	1.61879594084059	0	0	0	0	0	1.54676910038942	0	0	0	1.39978444654592	0	0	0	0	0	0	0	0	1.09127182130664	0	0	0	0	0	0.497100055104568	0	0	0	0	0.245368268954136	0	0	0	0	0	0	0.318857755008497	0	0	0.0119225197279269	0.0329005223704355	0	3.85130562890512	0.0710672767185135	0	0	0	0	0	1.20589695819465	0	0	0
WDR43	0.259749233343493	0	0	0	0	0	0	0	0.000997434446354671	0	0.4795049420325	0	0	0	0	0	0	0	0	0	0	0	0	0.325083976293635	0	0	0	0	0	0	0	0	0	0.261025197256172	0	0	0	0	0.162085579647227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.573910637099639	0.210628907738742	0.349030964655315	0.0381905031382537	0	0	0.00810720166334087	0	0.338325385693331	0	0	0	0.179093997658884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00470290230487607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0352091140467523	0	0	0	0	0	0.0329005223704355	0	0.462863796120405	4.71602377463206	0	0	0.0271793285826164	0.0356504840573087	0	0.339037934948787	0	0	0
XPO5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20150086537106	0	0	0	0	0	0	0	0	0.140407456176383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32462836150364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3215504793666	0	0.0271793285826164	0	0	0	0	0	0
XRCC6	0	0	0	0	0	0	0	0	0	0	0	0.205559529447524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127643101701113	0.261025197256172	0	0	0	0	0	0	0	0	0	0	0.0339063267784618	0	0	0	0	0	0	0	0	0	0.210628907738742	0	0.0381905031382537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0132388627321221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.822599108067469	0	0	0	0	5.05134806389505	0	0	0	0	0	0	0
XRN2	0.246007608355635	0	0	0	0	0	0	0.308142756360113	0	0.886841028771947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848808932094907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283967799985548	0.0418578387899695	0	0	0.0339063267784618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0559176017648973	0	0	0	0	0.50529009177039	0	0	0	0	0	-0.0458347570929359	0.538412897506469	0	0	0	0	0	0	0.293911643381574	0.299672866346913	0	0	0	0	0.944167180468795	0.984163005764671	0	0	2.34718935936977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0045561757844763	-0.0329005223704355	0	0	0	0	0	24.852199456076	0	0	0	0	0	0
YBX3	0	0	0	0	0	0	0	-0.599124131188869	0	-0.589233181796336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.487341627058993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0321008613503386	0	0	0	0	0	0	0	0	0	0	0	0	0.0600080110194856	0.450629900857698	0	0	0	0.522654994585406	0	0	0	0	0	0	0	0	0.249133766074057	0	0	0	0	0	0	-0.432337273874465	0	0	0	0	0	0	-0.0102513114729607	0	0.0881356970196579	0	0	0	-0.124296303320311	0	0	-0.230160794290209	0	0	0	0	0	0.140987210420357	0	0	0	0	0	0	0	0	-0.102354728609852	0	0	0	0	0	0	0	34.0368603882994	0	0	0	0	0
ZC3H11A	0.246007608355635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267430643788212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0600080110194856	0	0.306456276145889	0	0	0	0	0	0.293181371820119	0.213846503079732	0	0	0.121212886548846	0	0	0	0	0	0	0	0	0	0.376623535674292	0	0	0.244690570288466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0241987126374827	0.0140114448715751	0	0	0	0	0	0	0	0	0	0	0	0	6.29311128823729	0.281239128761924	0	0	0
ZC3H8	4.06144986432899	1.39298235881202	0.225744178294697	0	0	0	0	0	0	0	0	0	0	0.420781829344147	0	0	0	0	0	0	0	0	0	3.86211659405302	0	0	0	0	0	0	0	0.235481973838558	0	0	0	0	0	0	0	0	0.567724340951887	0	0	0	0	0	0	0	0	0.340682881432837	0	0	0	0.322646493807701	0	4.04860310437092	0	0	0	0	0	3.7825213135508	4.83765043123461	0	0	5.4886935577178	0	0.00245168714395076	0	0	0	1.39298235881202	0	0	0	3.21814840690801	0	0	0.244690570288466	0	0	0	0	0	0.254819743103288	0	0	0	0.340682881432837	0	1.05670684540155	0	0	0	0	0.156250785335064	0.172644399492842	0	0	0	0	0	0.751838483994535	0	0	0.102354728609852	0	0	1.23025364470326	0.0710672767185135	0	0	0	6.65298442960279e-05	0.0253097861578384	7.36463194499953	0	0	0
ZNF622	0	0	0	-0.36489993504899	0	0	0.0964395801670303	-0.308142756360113	2.39665233835473	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0950805685116862	0	0	-0.300023154209754	0	0	0	0	0	0	0	0	0	0	0	0	0.0320648170100528	0	-0.142691963369672	0	0	1.62573306467167	0	0	0	0	0	0	0	0	0	0	-0.0121168465522152	0	0	0	0	0	0	0	0	0	0	-0.253508809412372	0	0	0	0	0	0	0.825303094406291	0	-0.686854203888272	0	0	0	0	0	0	0	0	0	0	0	0	-0.124296303320311	0	0	-0.229363319704667	0	0	0.273605041947415	0	0	0	0	0	0	0	0	0.438995197962126	0	0	0.0045561757844763	2.75207679077145	0	0	0	0	0	0	0	0	0	38.3523521829294	1.37663050239349	0
ZNF800	0	0	0	0	0	0	0	0	2.26981578304996	0	0.401374730421098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00485768339386	0	0	0	0	1.18714802876153	0	0	0	0	0	0	0	0	0	0.996029012474166	0	0	0.0381905031382537	0	0	0	0	0	0	0	0	-0.097650244544323	0	0	0	0	0	0	0	0	-0.338023422237012	0	1.51228338821166	0	0	0	0	0	0	0	0.254819743103288	0	0	0	0	0	-0.0975332191409674	0	0	0.207834505026846	0	0	0	0	0	0	0	0	1.35155015624696	0	0	-0.0045561757844763	1.56978673630721	0	0	0	0	0	0	0	0	0	1.69988453768707	30.4634107247902	0
ZRANB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312845604586297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338663983863532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143268270645392	0.102354728609852	0	0	0	0	0	0	0	0	0	0	0	0	2.32789986419183
